Customer ID,Average Spending
CUST0197,144.20000000000002
CUST0198,103.648
CUST0199,90.213
CUST0200,104.95625
CUST0201,95.65058823529411
CUST0202,105.83
CUST0203,94.755
CUST0204,117.14125
CUST0205,129.83769230769232
CUST0206,98.77222222222223
CUST0207,85.088
CUST0208,110.92214285714286
CUST0209,114.335625
CUST0210,119.6042105263158
CUST0211,94.78588235294117
CUST0212,110.14666666666666
CUST0213,105.69800000000001
CUST0214,124.03416666666668
CUST0215,102.18076923076923
CUST0216,83.83933333333334
CUST0217,77.46799999999999
CUST0218,61.923333333333325
CUST0219,101.61266666666667
CUST0220,109.39142857142858
CUST0221,88.45692307692308
CUST0222,89.00714285714285
CUST0223,105.91599999999998
CUST0224,144.10000000000002
CUST0225,97.91
CUST0226,71.56818181818181
CUST0227,108.20444444444443
CUST0228,103.80166666666668
CUST0229,109.10125000000001
CUST0230,82.56142857142858
CUST0231,108.77499999999999
CUST0232,85.395
CUST0233,84.92181818181818
CUST0234,93.7975
CUST0235,83.702
CUST0236,109.19999999999999
CUST0237,140.0581818181818
CUST0238,124.14157894736843
CUST0239,111.11533333333334
CUST0240,96.13125
CUST0241,99.47333333333333
CUST0242,81.506
CUST0243,125.773
CUST0244,117.132
CUST0245,110.88416666666667
CUST0246,100.22000000000001
CUST0247,82.24222222222222
CUST0248,100.49166666666667
CUST0249,100.077
CUST0250,85.26125
CUST0251,121.91111111111111
CUST0252,115.66875
CUST0253,157.98375
CUST0254,130.26999999999998
CUST0255,95.92583333333334
CUST0256,101.739
CUST0257,74.48666666666666
CUST0258,107.78333333333333
CUST0259,105.50444444444445
CUST0260,102.33625
CUST0261,92.626
CUST0262,107.944
CUST0263,89.68
CUST0264,115.28916666666667
CUST0265,93.7309090909091
CUST0266,105.62285714285714
CUST0267,69.82076923076923
CUST0268,78.25
CUST0269,107.98777777777778
CUST0270,113.4509090909091
CUST0271,122.0988888888889
CUST0272,105.55833333333334
CUST0273,95.42
CUST0274,120.08333333333333
CUST0275,94.571
CUST0276,114.65833333333335
CUST0277,108.581875
CUST0278,103.58599999999998
CUST0279,68.37333333333333
CUST0280,102.83666666666666
CUST0281,93.6842857142857
CUST0282,85.735
CUST0283,121.59333333333332
CUST0284,128.392
CUST0285,113.48666666666666
CUST0286,127.26615384615386
CUST0287,111.78666666666668
CUST0288,117.85666666666665
CUST0289,104.98357142857142
CUST0290,86.91153846153846
CUST0291,73.15777777777777
CUST0292,140.794
CUST0293,92.45666666666666
CUST0294,87.53153846153847
CUST0295,101.249
CUST0296,82.78384615384616
CUST0297,87.15666666666668
CUST0298,113.74833333333333
CUST0299,81.25
CUST0300,51.649230769230776
CUST0301,113.97250000000001
CUST0302,96.0825
CUST0303,97.06916666666666
CUST0304,91.78999999999999
CUST0305,86.97571428571429
CUST0306,89.30272727272728
CUST0307,104.84454545454545
CUST0308,85.62
CUST0309,98.5476923076923
CUST0310,98.747
CUST0311,80.24333333333334
CUST0312,96.84916666666668
CUST0313,120.93142857142857
CUST0314,123.2025
CUST0315,122.9935294117647
CUST0316,96.9209090909091
CUST0317,119.73444444444443
CUST0318,76.85249999999999
CUST0319,81.681
CUST0320,97.20285714285714
CUST0321,82.44777777777777
CUST0322,68.22625
CUST0323,113.02714285714286
CUST0324,103.3409090909091
CUST0325,122.3423076923077
CUST0326,112.10357142857143
CUST0327,80.10363636363637
CUST0328,114.4025
CUST0329,106.878125
CUST0330,100.88
CUST0331,95.24888888888889
CUST0332,112.5646153846154
CUST0333,103.27777777777777
CUST0334,115.50833333333333
CUST0335,111.16181818181818
CUST0336,123.49727272727273
CUST0337,105.27933333333334
CUST0338,124.076
CUST0339,92.09333333333332
CUST0340,88.84777777777778
CUST0341,104.4675
CUST0342,88.07928571428572
CUST0343,114.71727272727274
CUST0344,122.2611111111111
CUST0345,81.4546153846154
CUST0346,119.51916666666666
CUST0347,82.03999999999999
CUST0348,88.547
CUST0349,75.24333333333333
CUST0350,113.72785714285715
CUST0351,97.19875
CUST0352,122.29333333333334
CUST0353,128.13727272727272
CUST0354,81.44307692307692
CUST0355,105.90222222222222
CUST0356,106.38
CUST0357,103.96625
CUST0358,98.64071428571428
CUST0359,99.856
CUST0360,124.23285714285714
CUST0361,104.17399999999999
CUST0362,102.2
CUST0363,113.046
CUST0364,123.22
CUST0365,106.47
CUST0366,120.673
CUST0367,115.145
CUST0368,163.655
CUST0369,100.376
CUST0370,108.86800000000001
CUST0371,108.18923076923078
CUST0372,113.675
CUST0373,86.91818181818181
CUST0374,118.55857142857143
CUST0375,98.52714285714285
CUST0376,100.70777777777778
CUST0377,82.88230769230769
CUST0378,129.42
CUST0379,150.68
CUST0380,91.819
CUST0381,101.03875
CUST0382,105.08166666666666
CUST0383,99.69285714285715
CUST0384,126.12166666666667
CUST0385,106.84181818181818
CUST0386,103.532
CUST0387,107.974
CUST0388,123.32615384615384
CUST0389,107.17416666666668
CUST0390,128.51375000000002
CUST0391,81.9625
CUST0392,106.82583333333334
CUST0393,104.85058823529413
CUST0394,134.83875
CUST0395,125.8722222222222
CUST0396,114.225
CUST0397,113.88250000000001
CUST0398,94.32375
CUST0399,93.85600000000001
CUST0400,99.89904761904762
CUST0401,129.41333333333333
CUST0402,92.14714285714285
CUST0403,104.16555555555556
CUST0404,82.415
CUST0405,107.40714285714286
CUST0406,118.18363636363637
CUST0407,128.445
CUST0408,122.52250000000001
CUST0409,100.65625
CUST0410,97.922
CUST0411,82.90833333333333
CUST0412,108.39545454545454
CUST0413,106.20272727272727
CUST0414,111.52333333333333
CUST0415,119.18230769230769
CUST0416,98.24333333333334
CUST0417,110.36642857142856
CUST0418,124.94888888888889
CUST0419,131.06166666666667
CUST0420,79.66142857142857
CUST0421,98.94125
CUST0422,95.091
CUST0423,136.11625
CUST0424,120.10666666666667
CUST0425,121.1925
CUST0426,83.74666666666667
CUST0427,124.86666666666667
CUST0428,90.62428571428572
CUST0429,96.84916666666668
CUST0430,93.56733333333334
CUST0431,91.05222222222223
CUST0432,137.63785714285714
CUST0433,125.47874999999999
CUST0434,131.7957142857143
CUST0435,123.52833333333335
CUST0436,98.34555555555556
CUST0437,118.08625
CUST0438,89.78
CUST0439,148.60999999999999
CUST0440,119.26444444444444
CUST0441,59.398
CUST0442,90.50142857142858
CUST0443,111.7781818181818
CUST0444,107.62916666666666
CUST0445,113.16900000000001
CUST0446,52.51499999999999
CUST0447,102.97875
CUST0448,96.63222222222223
CUST0449,84.33076923076922
CUST0450,116.31076923076922
CUST0451,124.76818181818182
CUST0452,86.38
CUST0453,106.39857142857143
CUST0454,124.728
CUST0455,86.37272727272727
CUST0456,103.13333333333334
CUST0457,113.599
CUST0458,90.67428571428572
CUST0459,115.08333333333333
CUST0460,117.9888888888889
CUST0461,80.027
CUST0462,113.54222222222222
CUST0463,56.325
CUST0464,15.43
CUST0465,91.824
CUST0466,124.02555555555556
CUST0467,88.37777777777778
CUST0468,120.63777777777779
CUST0469,112.95545454545454
CUST0470,67.69428571428571
CUST0471,95.07846153846154
CUST0472,87.04636363636364
CUST0473,105.21454545454547
CUST0474,101.16499999999999
CUST0475,108.655
CUST0476,121.29625
CUST0477,85.69399999999999
CUST0478,98.90833333333335
CUST0479,118.99454545454546
CUST0480,119.79666666666668
CUST0481,122.1625
CUST0482,98.63818181818182
CUST0483,96.75090909090909
CUST0484,93.41166666666668
CUST0485,107.426
CUST0486,97.43909090909091
CUST0487,102.84714285714287
CUST0488,97.53125
CUST0489,138.33333333333334
CUST0490,114.453125
CUST0491,104.83749999999999
CUST0492,59.612
CUST0493,82.08181818181818
CUST0494,82.265
CUST0495,111.17999999999999
CUST0496,103.93857142857144
CUST0497,107.809
CUST0498,115.37333333333335
CUST0499,108.8675
CUST0500,85.66333333333334
